115.08453019533881, 4.3790440141437376e-7
152.42312012511726, 3.795861385781326e-7
205.052187533522, 4.310054468598807e-7
273.7084060860228, 2.5929437974046725e-7
362.5117049988528, 6.513180342367714e-8
491.50215204003024, 3.5061265399691387e-7
650.9675230458164, 3.187485925972295e-7
868.9265171458294, 1.1175729000829521e-7
1159.8632273795333, 1.6360369327968396e-7
1560.343941382634, 3.0878427276717466e-7
2066.589589497207, 1.24896918699982e-7
2737.0840608602284, 2.143060752287139e-7
3711.0048797776735, 3.290344562312678e-7
4915.0215204003025, 1.7433288221999944e-7
6560.6844891978535, 2.2122162910704548e-7
8689.265171458293, 9.534772710835252e-8
